date,year,month,day,day_of_week,draw_sequence,number,digit_1,digit_2,digit_3,sum,is_double,is_triple,has_payout_data,is_bonus_draw
2019-06-11,2019,6,11,Tuesday,1,659,6,5,9,20,False,False,True,False
2019-06-10,2019,6,10,Monday,1,192,1,9,2,12,False,False,True,False
2019-06-09,2019,6,9,Sunday,1,963,9,6,3,18,False,False,True,False
2019-06-08,2019,6,8,Saturday,1,037,0,3,7,10,False,False,True,False
2019-06-07,2019,6,7,Friday,1,927,9,2,7,18,False,False,True,False
2019-06-06,2019,6,6,Thursday,1,388,3,8,8,19,True,False,True,False
2019-06-05,2019,6,5,Wednesday,1,888,8,8,8,24,False,True,True,False
2019-06-04,2019,6,4,Tuesday,1,580,5,8,0,13,False,False,True,False
2019-06-03,2019,6,3,Monday,1,060,0,6,0,6,True,False,True,False
2019-06-02,2019,6,2,Sunday,1,625,6,2,5,13,False,False,True,False
2019-06-01,2019,6,1,Saturday,1,881,8,8,1,17,True,False,True,False
2019-05-31,2019,5,31,Friday,1,405,4,0,5,9,False,False,True,False
2019-05-30,2019,5,30,Thursday,1,953,9,5,3,17,False,False,True,False
2019-05-29,2019,5,29,Wednesday,1,669,6,6,9,21,True,False,True,False
2019-05-28,2019,5,28,Tuesday,1,882,8,8,2,18,True,False,True,False
2019-05-27,2019,5,27,Monday,1,461,4,6,1,11,False,False,True,False
2019-05-26,2019,5,26,Sunday,1,373,3,7,3,13,True,False,True,False
2019-05-25,2019,5,25,Saturday,1,553,5,5,3,13,True,False,True,False
2019-05-24,2019,5,24,Friday,1,393,3,9,3,15,True,False,True,False
2019-05-23,2019,5,23,Thursday,1,008,0,0,8,8,True,False,True,False
2019-05-22,2019,5,22,Wednesday,1,270,2,7,0,9,False,False,True,False
2019-05-21,2019,5,21,Tuesday,1,768,7,6,8,21,False,False,True,False
2019-05-20,2019,5,20,Monday,1,916,9,1,6,16,False,False,True,False
2019-05-19,2019,5,19,Sunday,1,645,6,4,5,15,False,False,True,False
2019-05-18,2019,5,18,Saturday,1,397,3,9,7,19,False,False,True,False
2019-05-17,2019,5,17,Friday,1,331,3,3,1,7,True,False,True,False
2019-05-16,2019,5,16,Thursday,1,273,2,7,3,12,False,False,True,False
2019-05-15,2019,5,15,Wednesday,1,920,9,2,0,11,False,False,True,False
2019-05-14,2019,5,14,Tuesday,1,280,2,8,0,10,False,False,True,False
2019-05-13,2019,5,13,Monday,1,551,5,5,1,11,True,False,True,False
2019-05-12,2019,5,12,Sunday,1,344,3,4,4,11,True,False,True,False
2019-05-11,2019,5,11,Saturday,1,394,3,9,4,16,False,False,True,False
2019-05-10,2019,5,10,Friday,1,444,4,4,4,12,False,True,True,False
2019-05-09,2019,5,9,Thursday,1,482,4,8,2,14,False,False,True,False
2019-05-08,2019,5,8,Wednesday,1,562,5,6,2,13,False,False,True,False
2019-05-07,2019,5,7,Tuesday,1,425,4,2,5,11,False,False,True,False
2019-05-06,2019,5,6,Monday,1,544,5,4,4,13,True,False,True,False
2019-05-05,2019,5,5,Sunday,1,084,0,8,4,12,False,False,True,False
2019-05-04,2019,5,4,Saturday,1,971,9,7,1,17,False,False,True,False
2019-05-03,2019,5,3,Friday,1,188,1,8,8,17,True,False,True,False
2019-05-02,2019,5,2,Thursday,1,554,5,5,4,14,True,False,True,False
2019-05-01,2019,5,1,Wednesday,1,908,9,0,8,17,False,False,True,False
2019-04-30,2019,4,30,Tuesday,1,728,7,2,8,17,False,False,True,False
2019-04-29,2019,4,29,Monday,1,381,3,8,1,12,False,False,True,False
2019-04-28,2019,4,28,Sunday,1,478,4,7,8,19,False,False,True,False
2019-04-27,2019,4,27,Saturday,1,537,5,3,7,15,False,False,True,False
2019-04-26,2019,4,26,Friday,1,944,9,4,4,17,True,False,True,False
2019-04-25,2019,4,25,Thursday,1,827,8,2,7,17,False,False,True,False
2019-04-24,2019,4,24,Wednesday,1,747,7,4,7,18,True,False,True,False
2019-03-28,2019,3,28,Thursday,1,308,3,0,8,11,False,False,True,False
2019-03-27,2019,3,27,Wednesday,1,500,5,0,0,5,True,False,True,False
2019-03-26,2019,3,26,Tuesday,1,087,0,8,7,15,False,False,True,False
2019-03-25,2019,3,25,Monday,1,060,0,6,0,6,True,False,True,False
2019-03-24,2019,3,24,Sunday,1,308,3,0,8,11,False,False,True,False
2019-03-23,2019,3,23,Saturday,1,672,6,7,2,15,False,False,True,False
2019-03-22,2019,3,22,Friday,1,693,6,9,3,18,False,False,True,False
2019-03-21,2019,3,21,Thursday,1,430,4,3,0,7,False,False,True,False
2019-03-20,2019,3,20,Wednesday,1,943,9,4,3,16,False,False,True,False
2019-03-19,2019,3,19,Tuesday,1,319,3,1,9,13,False,False,True,False
2019-03-18,2019,3,18,Monday,1,017,0,1,7,8,False,False,True,False
2019-03-17,2019,3,17,Sunday,1,197,1,9,7,17,False,False,True,False
2019-03-16,2019,3,16,Saturday,1,192,1,9,2,12,False,False,True,False
2019-03-15,2019,3,15,Friday,1,498,4,9,8,21,False,False,True,False
2019-03-14,2019,3,14,Thursday,1,281,2,8,1,11,False,False,True,False
2019-03-13,2019,3,13,Wednesday,1,470,4,7,0,11,False,False,True,False
2019-03-12,2019,3,12,Tuesday,1,937,9,3,7,19,False,False,True,False
2019-03-11,2019,3,11,Monday,1,107,1,0,7,8,False,False,True,False
2019-03-10,2019,3,10,Sunday,1,751,7,5,1,13,False,False,True,False
2019-03-09,2019,3,9,Saturday,1,448,4,4,8,16,True,False,True,False
2019-03-08,2019,3,8,Friday,1,682,6,8,2,16,False,False,True,False
2019-03-07,2019,3,7,Thursday,1,364,3,6,4,13,False,False,True,False
2019-03-06,2019,3,6,Wednesday,1,080,0,8,0,8,True,False,True,False
2019-03-05,2019,3,5,Tuesday,1,892,8,9,2,19,False,False,True,False
2019-03-04,2019,3,4,Monday,1,713,7,1,3,11,False,False,True,False
2019-03-03,2019,3,3,Sunday,1,691,6,9,1,16,False,False,True,False
2019-03-02,2019,3,2,Saturday,1,599,5,9,9,23,True,False,True,False
2019-03-01,2019,3,1,Friday,1,985,9,8,5,22,False,False,True,False
2019-02-28,2019,2,28,Thursday,1,922,9,2,2,13,True,False,True,False
2019-02-27,2019,2,27,Wednesday,1,245,2,4,5,11,False,False,True,False
2019-02-26,2019,2,26,Tuesday,1,051,0,5,1,6,False,False,True,False
2019-02-25,2019,2,25,Monday,1,156,1,5,6,12,False,False,True,False
2019-02-24,2019,2,24,Sunday,1,354,3,5,4,12,False,False,True,False
2019-02-23,2019,2,23,Saturday,1,541,5,4,1,10,False,False,True,False
2019-02-22,2019,2,22,Friday,1,205,2,0,5,7,False,False,True,False
2019-02-21,2019,2,21,Thursday,1,956,9,5,6,20,False,False,True,False
2019-02-20,2019,2,20,Wednesday,1,084,0,8,4,12,False,False,True,False
2019-02-19,2019,2,19,Tuesday,1,897,8,9,7,24,False,False,True,False
2019-02-18,2019,2,18,Monday,1,500,5,0,0,5,True,False,True,False
2019-02-17,2019,2,17,Sunday,1,045,0,4,5,9,False,False,True,False
2019-02-16,2019,2,16,Saturday,1,312,3,1,2,6,False,False,True,False
2019-02-15,2019,2,15,Friday,1,932,9,3,2,14,False,False,True,False
2019-02-14,2019,2,14,Thursday,1,907,9,0,7,16,False,False,True,False
2019-02-13,2019,2,13,Wednesday,1,017,0,1,7,8,False,False,True,False
2019-02-12,2019,2,12,Tuesday,1,331,3,3,1,7,True,False,True,False
2019-02-11,2019,2,11,Monday,1,003,0,0,3,3,True,False,True,False
2019-02-10,2019,2,10,Sunday,1,927,9,2,7,18,False,False,True,False
2019-02-09,2019,2,9,Saturday,1,721,7,2,1,10,False,False,True,False
2019-02-08,2019,2,8,Friday,1,872,8,7,2,17,False,False,True,False
2019-02-07,2019,2,7,Thursday,1,278,2,7,8,17,False,False,True,False
2019-02-06,2019,2,6,Wednesday,1,036,0,3,6,9,False,False,True,False
2019-02-05,2019,2,5,Tuesday,1,948,9,4,8,21,False,False,True,False
2019-02-04,2019,2,4,Monday,1,028,0,2,8,10,False,False,True,False
2019-02-03,2019,2,3,Sunday,1,470,4,7,0,11,False,False,True,False
2019-02-02,2019,2,2,Saturday,1,727,7,2,7,16,True,False,True,False
2019-02-01,2019,2,1,Friday,1,721,7,2,1,10,False,False,True,False
2019-01-31,2019,1,31,Thursday,1,637,6,3,7,16,False,False,True,False
2019-01-30,2019,1,30,Wednesday,1,897,8,9,7,24,False,False,True,False
2019-01-29,2019,1,29,Tuesday,1,497,4,9,7,20,False,False,True,False
2019-01-28,2019,1,28,Monday,1,413,4,1,3,8,False,False,True,False
2019-01-27,2019,1,27,Sunday,1,355,3,5,5,13,True,False,True,False
2019-01-26,2019,1,26,Saturday,1,538,5,3,8,16,False,False,True,False
2019-01-25,2019,1,25,Friday,1,761,7,6,1,14,False,False,True,False
2019-01-24,2019,1,24,Thursday,1,615,6,1,5,12,False,False,True,False
2019-01-23,2019,1,23,Wednesday,1,331,3,3,1,7,True,False,True,False
2019-01-22,2019,1,22,Tuesday,1,277,2,7,7,16,True,False,True,False
2019-01-21,2019,1,21,Monday,1,308,3,0,8,11,False,False,True,False
2019-01-20,2019,1,20,Sunday,1,978,9,7,8,24,False,False,True,False
2019-01-19,2019,1,19,Saturday,1,232,2,3,2,7,True,False,True,False
2019-01-18,2019,1,18,Friday,1,907,9,0,7,16,False,False,True,False
2019-01-17,2019,1,17,Thursday,1,960,9,6,0,15,False,False,True,False
2019-01-16,2019,1,16,Wednesday,1,362,3,6,2,11,False,False,True,False
2019-01-15,2019,1,15,Tuesday,1,313,3,1,3,7,True,False,True,False
2019-01-14,2019,1,14,Monday,1,921,9,2,1,12,False,False,True,False
2019-01-13,2019,1,13,Sunday,1,839,8,3,9,20,False,False,True,False
2019-01-12,2019,1,12,Saturday,1,777,7,7,7,21,False,True,True,False
2019-01-11,2019,1,11,Friday,1,579,5,7,9,21,False,False,True,False
2019-01-10,2019,1,10,Thursday,1,334,3,3,4,10,True,False,True,False
2019-01-09,2019,1,9,Wednesday,1,075,0,7,5,12,False,False,True,False
2019-01-08,2019,1,8,Tuesday,1,536,5,3,6,14,False,False,True,False
2010-12-01,2010,12,1,Wednesday,1,685,6,8,5,19,False,False,True,False
2014-10-30,2014,10,30,Thursday,1,966,9,6,6,21,True,False,True,False
2013-12-04,2013,12,4,Wednesday,1,312,3,1,2,6,False,False,True,False
2011-12-09,2011,12,9,Friday,1,997,9,9,7,25,True,False,True,False
2012-11-23,2012,11,23,Friday,1,178,1,7,8,16,False,False,True,False
2015-09-13,2015,9,13,Sunday,1,294,2,9,4,15,False,False,True,False
2016-09-06,2016,9,6,Tuesday,1,664,6,6,4,16,True,False,True,False
2010-11-30,2010,11,30,Tuesday,1,216,2,1,6,9,False,False,True,False
2013-12-03,2013,12,3,Tuesday,1,393,3,9,3,15,True,False,True,False
2014-10-29,2014,10,29,Wednesday,1,269,2,6,9,17,False,False,True,False
2011-12-08,2011,12,8,Thursday,1,345,3,4,5,12,False,False,True,False
2012-11-22,2012,11,22,Thursday,1,784,7,8,4,19,False,False,True,False
2015-09-12,2015,9,12,Saturday,1,764,7,6,4,17,False,False,True,False
2010-11-29,2010,11,29,Monday,1,655,6,5,5,16,True,False,True,False
2016-09-05,2016,9,5,Monday,1,863,8,6,3,17,False,False,True,False
2013-12-02,2013,12,2,Monday,1,529,5,2,9,16,False,False,True,False
2011-12-07,2011,12,7,Wednesday,1,172,1,7,2,10,False,False,True,False
2012-11-21,2012,11,21,Wednesday,1,381,3,8,1,12,False,False,True,False
2014-10-28,2014,10,28,Tuesday,1,102,1,0,2,3,False,False,True,False
2010-11-28,2010,11,28,Sunday,1,319,3,1,9,13,False,False,True,False
2013-12-01,2013,12,1,Sunday,1,755,7,5,5,17,True,False,True,False
2015-09-11,2015,9,11,Friday,1,372,3,7,2,12,False,False,True,False
2011-12-06,2011,12,6,Tuesday,1,731,7,3,1,11,False,False,True,False
2012-11-20,2012,11,20,Tuesday,1,946,9,4,6,19,False,False,True,False
2016-09-04,2016,9,4,Sunday,1,278,2,7,8,17,False,False,True,False
2014-10-27,2014,10,27,Monday,1,246,2,4,6,12,False,False,True,False
2010-11-27,2010,11,27,Saturday,1,528,5,2,8,15,False,False,True,False
2013-11-30,2013,11,30,Saturday,1,461,4,6,1,11,False,False,True,False
2011-12-05,2011,12,5,Monday,1,333,3,3,3,9,False,True,True,False
2012-11-19,2012,11,19,Monday,1,728,7,2,8,17,False,False,True,False
2015-09-10,2015,9,10,Thursday,1,577,5,7,7,19,True,False,True,False
2016-09-03,2016,9,3,Saturday,1,689,6,8,9,23,False,False,True,False
2010-11-26,2010,11,26,Friday,1,821,8,2,1,11,False,False,True,False
2011-12-04,2011,12,4,Sunday,1,537,5,3,7,15,False,False,True,False
2013-11-29,2013,11,29,Friday,1,324,3,2,4,9,False,False,True,False
2014-10-26,2014,10,26,Sunday,1,526,5,2,6,13,False,False,True,False
2012-11-18,2012,11,18,Sunday,1,674,6,7,4,17,False,False,True,False
2015-09-09,2015,9,9,Wednesday,1,094,0,9,4,13,False,False,True,False
2010-11-25,2010,11,25,Thursday,1,416,4,1,6,11,False,False,True,False
2016-09-02,2016,9,2,Friday,1,465,4,6,5,15,False,False,True,False
2011-12-03,2011,12,3,Saturday,1,395,3,9,5,17,False,False,True,False
2013-11-28,2013,11,28,Thursday,1,926,9,2,6,17,False,False,True,False
2012-11-17,2012,11,17,Saturday,1,708,7,0,8,15,False,False,True,False
2014-10-25,2014,10,25,Saturday,1,073,0,7,3,10,False,False,True,False
2010-11-24,2010,11,24,Wednesday,1,308,3,0,8,11,False,False,True,False
2011-12-02,2011,12,2,Friday,1,123,1,2,3,6,False,False,True,False
2015-09-08,2015,9,8,Tuesday,1,676,6,7,6,19,True,False,True,False
2013-11-27,2013,11,27,Wednesday,1,123,1,2,3,6,False,False,True,False
2012-11-16,2012,11,16,Friday,1,059,0,5,9,14,False,False,True,False
2016-09-01,2016,9,1,Thursday,1,245,2,4,5,11,False,False,True,False
2014-10-24,2014,10,24,Friday,1,183,1,8,3,12,False,False,True,False
2010-11-23,2010,11,23,Tuesday,1,682,6,8,2,16,False,False,True,False
2011-12-01,2011,12,1,Thursday,1,983,9,8,3,20,False,False,True,False
2013-11-26,2013,11,26,Tuesday,1,017,0,1,7,8,False,False,True,False
2012-11-15,2012,11,15,Thursday,1,919,9,1,9,19,True,False,True,False
2015-09-07,2015,9,7,Monday,1,655,6,5,5,16,True,False,True,False
2016-08-31,2016,8,31,Wednesday,1,177,1,7,7,15,True,False,True,False
2010-11-22,2010,11,22,Monday,1,154,1,5,4,10,False,False,True,False
2011-11-30,2011,11,30,Wednesday,1,427,4,2,7,13,False,False,True,False
2013-11-25,2013,11,25,Monday,1,587,5,8,7,20,False,False,True,False
2014-10-23,2014,10,23,Thursday,1,731,7,3,1,11,False,False,True,False
2012-11-14,2012,11,14,Wednesday,1,696,6,9,6,21,True,False,True,False
2015-09-06,2015,9,6,Sunday,1,470,4,7,0,11,False,False,True,False
2010-11-21,2010,11,21,Sunday,1,841,8,4,1,13,False,False,True,False
2011-11-29,2011,11,29,Tuesday,1,109,1,0,9,10,False,False,True,False
2016-08-30,2016,8,30,Tuesday,1,322,3,2,2,7,True,False,True,False
2013-11-24,2013,11,24,Sunday,1,889,8,8,9,25,True,False,True,False
2012-11-13,2012,11,13,Tuesday,1,161,1,6,1,8,True,False,True,False
2014-10-22,2014,10,22,Wednesday,1,849,8,4,9,21,False,False,True,False
2011-11-28,2011,11,28,Monday,1,694,6,9,4,19,False,False,True,False
2010-11-20,2010,11,20,Saturday,1,074,0,7,4,11,False,False,True,False
2015-09-05,2015,9,5,Saturday,1,116,1,1,6,8,True,False,True,False
2013-11-23,2013,11,23,Saturday,1,118,1,1,8,10,True,False,True,False
2012-11-12,2012,11,12,Monday,1,837,8,3,7,18,False,False,True,False
2016-08-29,2016,8,29,Monday,1,509,5,0,9,14,False,False,True,False
2014-10-21,2014,10,21,Tuesday,1,517,5,1,7,13,False,False,True,False
2011-11-27,2011,11,27,Sunday,1,243,2,4,3,9,False,False,True,False
2010-11-19,2010,11,19,Friday,1,056,0,5,6,11,False,False,True,False
2013-11-22,2013,11,22,Friday,1,998,9,9,8,26,True,False,True,False
2015-09-04,2015,9,4,Friday,1,068,0,6,8,14,False,False,True,False
2012-11-11,2012,11,11,Sunday,1,735,7,3,5,15,False,False,True,False
2016-08-28,2016,8,28,Sunday,1,950,9,5,0,14,False,False,True,False
2011-11-26,2011,11,26,Saturday,1,618,6,1,8,15,False,False,True,False
2010-11-18,2010,11,18,Thursday,1,242,2,4,2,8,True,False,True,False
2014-10-20,2014,10,20,Monday,1,676,6,7,6,19,True,False,True,False
2013-11-21,2013,11,21,Thursday,1,684,6,8,4,18,False,False,True,False
2012-11-10,2012,11,10,Saturday,1,217,2,1,7,10,False,False,True,False
2015-09-03,2015,9,3,Thursday,1,445,4,4,5,13,True,False,True,False
2011-11-25,2011,11,25,Friday,1,871,8,7,1,16,False,False,True,False
2010-11-17,2010,11,17,Wednesday,1,834,8,3,4,15,False,False,True,False
2013-11-20,2013,11,20,Wednesday,1,692,6,9,2,17,False,False,True,False
2016-08-27,2016,8,27,Saturday,1,139,1,3,9,13,False,False,True,False
2012-11-09,2012,11,9,Friday,1,241,2,4,1,7,False,False,True,False
2014-10-19,2014,10,19,Sunday,1,750,7,5,0,12,False,False,True,False
2011-11-24,2011,11,24,Thursday,1,152,1,5,2,8,False,False,True,False
2015-09-02,2015,9,2,Wednesday,1,774,7,7,4,18,True,False,True,False
2010-11-16,2010,11,16,Tuesday,1,266,2,6,6,14,True,False,True,False
2013-11-19,2013,11,19,Tuesday,1,322,3,2,2,7,True,False,True,False
2016-08-26,2016,8,26,Friday,1,087,0,8,7,15,False,False,True,False
2012-11-08,2012,11,8,Thursday,1,512,5,1,2,8,False,False,True,False
2014-10-18,2014,10,18,Saturday,1,350,3,5,0,8,False,False,True,False
2011-11-23,2011,11,23,Wednesday,1,578,5,7,8,20,False,False,True,False
2010-11-15,2010,11,15,Monday,1,762,7,6,2,15,False,False,True,False
2013-11-18,2013,11,18,Monday,1,421,4,2,1,7,False,False,True,False
2015-09-01,2015,9,1,Tuesday,1,387,3,8,7,18,False,False,True,False
2012-11-07,2012,11,7,Wednesday,1,656,6,5,6,17,True,False,True,False
2016-08-25,2016,8,25,Thursday,1,342,3,4,2,9,False,False,True,False
2011-11-22,2011,11,22,Tuesday,1,107,1,0,7,8,False,False,True,False
2014-10-17,2014,10,17,Friday,1,285,2,8,5,15,False,False,True,False
2013-11-17,2013,11,17,Sunday,1,388,3,8,8,19,True,False,True,False
2010-11-14,2010,11,14,Sunday,1,923,9,2,3,14,False,False,True,False
2012-11-06,2012,11,6,Tuesday,1,194,1,9,4,14,False,False,True,False
2015-08-31,2015,8,31,Monday,1,490,4,9,0,13,False,False,True,False
2011-11-21,2011,11,21,Monday,1,087,0,8,7,15,False,False,True,False
2016-08-24,2016,8,24,Wednesday,1,814,8,1,4,13,False,False,True,False
2013-11-16,2013,11,16,Saturday,1,295,2,9,5,16,False,False,True,False
2010-11-13,2010,11,13,Saturday,1,133,1,3,3,7,True,False,True,False
2014-10-16,2014,10,16,Thursday,1,148,1,4,8,13,False,False,True,False
2012-11-05,2012,11,5,Monday,1,177,1,7,7,15,True,False,True,False
2011-11-20,2011,11,20,Sunday,1,495,4,9,5,18,False,False,True,False
2015-08-30,2015,8,30,Sunday,1,861,8,6,1,15,False,False,True,False
2013-11-15,2013,11,15,Friday,1,911,9,1,1,11,True,False,True,False
2010-10-23,2010,10,23,Saturday,1,309,3,0,9,12,False,False,True,False
2011-10-30,2011,10,30,Sunday,1,723,7,2,3,12,False,False,True,False
2012-10-15,2012,10,15,Monday,1,248,2,4,8,14,False,False,True,False
2016-08-08,2016,8,8,Monday,1,191,1,9,1,11,True,False,True,False
2015-08-14,2015,8,14,Friday,1,686,6,8,6,20,True,False,True,False
2013-10-25,2013,10,25,Friday,1,857,8,5,7,20,False,False,True,False
2010-10-22,2010,10,22,Friday,1,159,1,5,9,15,False,False,True,False
2011-10-29,2011,10,29,Saturday,1,986,9,8,6,23,False,False,True,False
2012-10-14,2012,10,14,Sunday,1,991,9,9,1,19,True,False,True,False
2014-09-29,2014,9,29,Monday,1,477,4,7,7,18,True,False,True,False
2016-08-07,2016,8,7,Sunday,1,491,4,9,1,14,False,False,True,False
2013-10-24,2013,10,24,Thursday,1,942,9,4,2,15,False,False,True,False
2015-08-13,2015,8,13,Thursday,1,384,3,8,4,15,False,False,True,False
2011-10-28,2011,10,28,Friday,1,460,4,6,0,10,False,False,True,False
2010-10-21,2010,10,21,Thursday,1,498,4,9,8,21,False,False,True,False
2012-10-13,2012,10,13,Saturday,1,477,4,7,7,18,True,False,True,False
2013-10-23,2013,10,23,Wednesday,1,239,2,3,9,14,False,False,True,False
2014-09-28,2014,9,28,Sunday,1,818,8,1,8,17,True,False,True,False
2016-08-06,2016,8,6,Saturday,1,892,8,9,2,19,False,False,True,False
2011-10-27,2011,10,27,Thursday,1,468,4,6,8,18,False,False,True,False
2010-10-20,2010,10,20,Wednesday,1,485,4,8,5,17,False,False,True,False
2012-10-12,2012,10,12,Friday,1,344,3,4,4,11,True,False,True,False
2015-08-12,2015,8,12,Wednesday,1,320,3,2,0,5,False,False,True,False
2013-10-22,2013,10,22,Tuesday,1,844,8,4,4,16,True,False,True,False
2014-09-27,2014,9,27,Saturday,1,385,3,8,5,16,False,False,True,False
2011-10-26,2011,10,26,Wednesday,1,574,5,7,4,16,False,False,True,False
2010-10-19,2010,10,19,Tuesday,1,561,5,6,1,12,False,False,True,False
2012-10-11,2012,10,11,Thursday,1,986,9,8,6,23,False,False,True,False
2016-08-05,2016,8,5,Friday,1,611,6,1,1,8,True,False,True,False
2015-08-11,2015,8,11,Tuesday,1,436,4,3,6,13,False,False,True,False
2013-10-21,2013,10,21,Monday,1,678,6,7,8,21,False,False,True,False
2011-10-25,2011,10,25,Tuesday,1,776,7,7,6,20,True,False,True,False
2010-10-18,2010,10,18,Monday,1,519,5,1,9,15,False,False,True,False
2012-10-10,2012,10,10,Wednesday,1,568,5,6,8,19,False,False,True,False
2014-09-26,2014,9,26,Friday,1,420,4,2,0,6,False,False,True,False
2016-08-04,2016,8,4,Thursday,1,879,8,7,9,24,False,False,True,False
2013-10-20,2013,10,20,Sunday,1,817,8,1,7,16,False,False,True,False
2015-08-10,2015,8,10,Monday,1,763,7,6,3,16,False,False,True,False
2011-10-24,2011,10,24,Monday,1,579,5,7,9,21,False,False,True,False
2010-10-17,2010,10,17,Sunday,1,308,3,0,8,11,False,False,True,False
2012-10-09,2012,10,9,Tuesday,1,162,1,6,2,9,False,False,True,False
2013-10-19,2013,10,19,Saturday,1,775,7,7,5,19,True,False,True,False
2014-09-25,2014,9,25,Thursday,1,461,4,6,1,11,False,False,True,False
2016-08-03,2016,8,3,Wednesday,1,391,3,9,1,13,False,False,True,False
2011-10-23,2011,10,23,Sunday,1,161,1,6,1,8,True,False,True,False
2010-10-16,2010,10,16,Saturday,1,194,1,9,4,14,False,False,True,False
2015-08-09,2015,8,9,Sunday,1,336,3,3,6,12,True,False,True,False
2012-10-08,2012,10,8,Monday,1,200,2,0,0,2,True,False,True,False
2013-10-18,2013,10,18,Friday,1,847,8,4,7,19,False,False,True,False
2011-10-22,2011,10,22,Saturday,1,495,4,9,5,18,False,False,True,False
2014-09-24,2014,9,24,Wednesday,1,159,1,5,9,15,False,False,True,False
2010-10-15,2010,10,15,Friday,1,870,8,7,0,15,False,False,True,False
2012-10-07,2012,10,7,Sunday,1,866,8,6,6,20,True,False,True,False
2016-08-02,2016,8,2,Tuesday,1,333,3,3,3,9,False,True,True,False
2015-08-08,2015,8,8,Saturday,1,180,1,8,0,9,False,False,True,False
2013-10-17,2013,10,17,Thursday,1,805,8,0,5,13,False,False,True,False
2011-10-21,2011,10,21,Friday,1,486,4,8,6,18,False,False,True,False
2010-10-14,2010,10,14,Thursday,1,755,7,5,5,17,True,False,True,False
2012-10-06,2012,10,6,Saturday,1,713,7,1,3,11,False,False,True,False
2014-09-23,2014,9,23,Tuesday,1,463,4,6,3,13,False,False,True,False
2013-10-16,2013,10,16,Wednesday,1,234,2,3,4,9,False,False,True,False
2016-08-01,2016,8,1,Monday,1,163,1,6,3,10,False,False,True,False
2015-08-07,2015,8,7,Friday,1,763,7,6,3,16,False,False,True,False
2011-10-20,2011,10,20,Thursday,1,561,5,6,1,12,False,False,True,False
2010-10-13,2010,10,13,Wednesday,1,318,3,1,8,12,False,False,True,False
2012-10-05,2012,10,5,Friday,1,142,1,4,2,7,False,False,True,False
2013-10-15,2013,10,15,Tuesday,1,785,7,8,5,20,False,False,True,False
2014-09-22,2014,9,22,Monday,1,321,3,2,1,6,False,False,True,False
2011-10-19,2011,10,19,Wednesday,1,361,3,6,1,10,False,False,True,False
2016-07-31,2016,7,31,Sunday,1,744,7,4,4,15,True,False,True,False
2015-08-06,2015,8,6,Thursday,1,242,2,4,2,8,True,False,True,False
2010-10-12,2010,10,12,Tuesday,1,378,3,7,8,18,False,False,True,False
2012-10-04,2012,10,4,Thursday,1,098,0,9,8,17,False,False,True,False
2013-10-14,2013,10,14,Monday,1,929,9,2,9,20,True,False,True,False
2011-10-18,2011,10,18,Tuesday,1,399,3,9,9,21,True,False,True,False
2014-09-21,2014,9,21,Sunday,1,535,5,3,5,13,True,False,True,False
2010-10-11,2010,10,11,Monday,1,568,5,6,8,19,False,False,True,False
2012-10-03,2012,10,3,Wednesday,1,743,7,4,3,14,False,False,True,False
2016-07-30,2016,7,30,Saturday,1,017,0,1,7,8,False,False,True,False
2015-08-05,2015,8,5,Wednesday,1,270,2,7,0,9,False,False,True,False
2013-10-13,2013,10,13,Sunday,1,742,7,4,2,13,False,False,True,False
2011-10-17,2011,10,17,Monday,1,767,7,6,7,20,True,False,True,False
2014-09-20,2014,9,20,Saturday,1,769,7,6,9,22,False,False,True,False
2010-10-10,2010,10,10,Sunday,1,467,4,6,7,17,False,False,True,False
2012-10-02,2012,10,2,Tuesday,1,740,7,4,0,11,False,False,True,False
2013-10-12,2013,10,12,Saturday,1,455,4,5,5,14,True,False,True,False
2016-07-29,2016,7,29,Friday,1,869,8,6,9,23,False,False,True,False
2015-08-04,2015,8,4,Tuesday,1,857,8,5,7,20,False,False,True,False
2011-10-16,2011,10,16,Sunday,1,948,9,4,8,21,False,False,True,False
2010-10-09,2010,10,9,Saturday,1,325,3,2,5,10,False,False,True,False
2012-10-01,2012,10,1,Monday,1,785,7,8,5,20,False,False,True,False
2014-09-19,2014,9,19,Friday,1,921,9,2,1,12,False,False,True,False
2013-10-11,2013,10,11,Friday,1,083,0,8,3,11,False,False,True,False
2011-10-15,2011,10,15,Saturday,1,812,8,1,2,11,False,False,True,False
2016-12-31,2016,12,31,Saturday,1,224,2,2,4,8,True,False,True,False
2016-12-30,2016,12,30,Friday,1,904,9,0,4,13,False,False,True,False
2016-12-29,2016,12,29,Thursday,1,866,8,6,6,20,True,False,True,False
2016-12-28,2016,12,28,Wednesday,1,267,2,6,7,15,False,False,True,False
2016-12-27,2016,12,27,Tuesday,1,587,5,8,7,20,False,False,True,False
2016-12-26,2016,12,26,Monday,1,621,6,2,1,9,False,False,True,False
2016-12-25,2016,12,25,Sunday,1,334,3,3,4,10,True,False,True,False
2016-12-24,2016,12,24,Saturday,1,561,5,6,1,12,False,False,True,False
2016-12-23,2016,12,23,Friday,1,564,5,6,4,15,False,False,True,False
2016-12-22,2016,12,22,Thursday,1,239,2,3,9,14,False,False,True,False
2015-12-31,2015,12,31,Thursday,1,859,8,5,9,22,False,False,True,False
2016-12-21,2016,12,21,Wednesday,1,793,7,9,3,19,False,False,True,False
